job_title,location,company,salary,salary_band,z_salary
Senior Data Scientist,new_york,ETR (Enterprise Technology Research),155000.0,HIGH,2.782591043440582
Full Stack Data Scientist,new_york,nwo.ai,117500.0,HIGH,1.5543213283916681
Quantitative Researcher,new_york,Orsus Research,152334.5,HIGH,2.695285632094905
Business Analysts with Data Science,new_york,Sedna Consulting Group,90000.0,HIGH,0.653590204022465
Lead Data Scientist,new_york,Fulcrum Analytics,150000.0,HIGH,2.6188217481007268
Data Architect,new_york,Info Origin Inc.,195000.0,HIGH,4.092745406159422
Data Analyst / Data Scientist,new_york,Division of Information Technology - NYC...,90000.0,HIGH,0.653590204022465
1628 Data Scientist,new_york,Infoorigin inc,150941.5,HIGH,2.6496595064132213
Machine Learning Engineer,new_york,Eversight,155000.0,HIGH,2.782591043440582
Data Scientist,new_york,Rokt,160000.0,HIGH,2.946360338780437
"Senior Analyst, Learning Management",new_york,Mayor's Office of Contract Services,65000.0,MID-HIGH,-0.16525627267681056
"Senior Analyst, Service Desk",new_york,Mayor's Office of Contract Services,62500.0,MID-LOW,-0.24714092034673812
Product Analyst-Enterprise Data Management,new_york,Danone,102500.0,HIGH,1.063013442372103
Technical Business Analyst,new_york,Mayor's Office of Contract Services,96000.0,HIGH,0.8501133584302912
Technology Project Analyst,new_york,Mayor's Office of Contract Services,65000.0,MID-HIGH,-0.16525627267681056
"Analyst, Procurement Operations",new_york,Mayor's Office of Contract Services,55000.0,MID-LOW,-0.49279486335652084
Business Analyst,new_york,Compugra Systems,104000.0,HIGH,1.1121442309740595
Senior IT Business Analyst,new_york,NYC Careers,95000.0,HIGH,0.8173594993623202
Data Engineer,new_york,NYC Careers,69884.0,MID-HIGH,-0.0052864249888400815
Data Engineer II,new_york,ACLU,103968.0,HIGH,1.1110961074838843
Data Engineer - Marketing Analytics,new_york,Splunk,115000.0,HIGH,1.4724366807217406
Staff Software Engineer,new_york,Salesforce,158000.0,HIGH,2.880852620644495
Lead Data Engineer,new_york,Mayor's Office of Contract Services,120000.0,HIGH,1.636205976061596
Data Analyst/ Engineer/ Entry Level,new_york,PCS Global Tech,65000.0,MID-HIGH,-0.16525627267681056
Data Engineer,new_york,nwo.ai,105000.0,HIGH,1.1448980900420305
Cybersecurity Vulnerability Data Engineer,new_york,Division of Information Technology - NYC...,105000.0,HIGH,1.1448980900420305
Data Engineer,new_york,SwagUp,82500.0,HIGH,0.4079362610126824
Data Engineer!,new_york,IPPON Technologies USA,130164.0,HIGH,1.9691161996284534
Data Engineer,new_york,Qloo,100000.0,HIGH,0.9811287947021753
Fan Data Solutions Engineer,new_york,Major League Soccer,155000.0,HIGH,2.782591043440582
Data Engineer Level I,new_york,"Edutek, Ltd.",57500.0,MID-LOW,-0.41091021568659325
Data Engineer,new_york,UpLadder,175500.0,HIGH,3.4540451543339876
Sr Data Engineer ,new_york,Full Potential Solutions,130000.0,HIGH,1.963744566741306
Lead Data Engineer,new_york,Ztek Consulting Inc.,150000.0,HIGH,2.6188217481007268
Data Engineer/Architect ,new_york,C&G Consulting Services,150000.0,HIGH,2.6188217481007268
Software Engineer - Data Engineering / Python / REST API,new_york,"Stefanini, Inc",140000.0,HIGH,2.291283157421016
Data QC Engineer,new_york,605,100000.0,HIGH,0.9811287947021753
Senior Systems Engineer | Data Center Operations,new_york,Synergy Sports,132500.0,HIGH,2.0456292144112336
Data Scientist,chicago,"Amazon Web Services, Inc.",114700.0,HIGH,1.4626105230013493
Data Scientist - Operations Research ,chicago,Nordstrom Inc,112700.0,HIGH,1.3971028048654073
Product Analyst/Data Scientist,chicago,Salesforce,82400.0,MID-HIGH,0.4046608751058853
Senior Data Scientist,chicago,Xylem,127600.0,HIGH,1.8851353049781756
Data Science Manager ,chicago,Allstate,125550.0,HIGH,1.817989893888835
Health Care Data Scientist,chicago,"Vizient, Inc.",123500.0,HIGH,1.7508444827994945
Applied Scientist,chicago,Salesforce,82400.0,MID-HIGH,0.4046608751058853
Data Analyst 2 – Strategic Analytics,chicago,Nordstrom,112700.0,HIGH,1.3971028048654073
Statistician / Researcher - Statistics & Methods,chicago,Mathematica Policy Research,120000.0,HIGH,1.636205976061596
"Senior Data Scientist - NLP, Computer Vision, Deep Learning",chicago,Nordstrom Inc,155700.0,HIGH,2.8055187447881615
"Data Analytics Engineer /BI Engineer, Senior, US  1",chicago,EY,82500.0,HIGH,0.4079362610126824
Junior Sales Engineer--AI Cybersecurity,chicago,Bundoran Group LLC,50000.0,MID-LOW,-0.656564158696376
"Senior Statistical Programmer, SAS",chicago,"Vizient, Inc.",93400.0,HIGH,0.7649533248535666
Senior Manager Data Analytics - Marketing and Web,chicago,Allstate,155000.0,HIGH,2.782591043440582
"Senior Statistical Programmer, Python",chicago,"Vizient, Inc.",93400.0,HIGH,0.7649533248535666
Lead Data Scientist Consultant ,chicago,Allstate,130900.0,HIGH,1.99322303990248
Data Science and Analytics Lab Engineer ,chicago,American Family Insurance,162500.0,HIGH,3.0282449864503644
Channel Sales Engineer--AI Cyber-Security Solution,chicago,Bundoran Group LLC,120000.0,HIGH,1.636205976061596
Senior Data Scientist - Consumer Decision Science,chicago,Glassdoor,153100.0,HIGH,2.720358711211437
"Data Scientist, Decision Science ",chicago,Glassdoor,134100.0,HIGH,2.098035388919987
"Senior Associate, Data Scientist",chicago,"Data Science Works, Inc",105000.0,HIGH,1.1448980900420305
"Research Data Analyst, Senior",chicago,Center for Community Health - Northwestern...,77500.0,MID-HIGH,0.24416696567282725
Machine Learning Scientist,chicago,Glassdoor,145450.0,HIGH,2.4697916893414584
CQRI Senior Data Analyst,chicago,One Hope United,60000.0,MID-LOW,-0.3290255680166657
Machine Learning Engineer,chicago,Eversight,155000.0,HIGH,2.782591043440582
Master Data Manager,chicago,Barrow Wise Consulting,117500.0,HIGH,1.5543213283916681
"Data Analyst, Special Projects",chicago,AECOM,73462.0,MID-HIGH,0.11190688275636025
Logistics Data Analyst,chicago,SOURCE ALLIANCE NETWORK LLC,52500.0,MID-LOW,-0.5746795110264484
Data Analyst 2- Enterprise Inventory Services,chicago,Nordstrom Inc,112700.0,HIGH,1.3971028048654073
Data Analyst,chicago,Aon,97850.0,HIGH,0.9107079977060376
Data Management Analyst,chicago,Koch Business Solutions,95000.0,HIGH,0.8173594993623202
ASSOCIATE CLASSIFICATION & COMPENSATION ANALYST,chicago,City of Chicago,61176.0,MID-LOW,-0.2905070297527318
Business Analyst/Associate Technology Consultant,chicago,Metaformers,70000.0,MID-HIGH,-0.0014869773369554423
MuleSoft Data Operations Analyst,chicago,Salesforce,64000.0,MID-HIGH,-0.1980101317447816
Business Analysis Associate,chicago,Mathematica Policy Research,57500.0,MID-LOW,-0.41091021568659325
Business Analyst,chicago,"Vizient, Inc.",81500.0,MID-HIGH,0.37518240194471136
Avail - Business Intelligence  Manager ,chicago,Allstate,125550.0,HIGH,1.817989893888835
"Senior Business Analyst, Digital HR Services ",chicago,Molex,102500.0,HIGH,1.063013442372103
Senior Analyst,chicago,"Vizient, Inc.",81500.0,MID-HIGH,0.37518240194471136
Senior Business Analyst,chicago,"Vizient, Inc.",107350.0,HIGH,1.2218696588517624
Sr. Manager - Business Intelligence,chicago,Charles Schwab,161500.0,HIGH,2.9954911273823934
Business Intelligence Data Analytics Consultant II,chicago,Allstate,68000.0,MID-HIGH,-0.06699469547289749
Senior Business Analyst/ Software Developer,chicago,Oakton Community College,63403.0,MID-HIGH,-0.2175641856083603
Entry Level Business Analyst,chicago,AMGTech Solutions,70000.0,MID-HIGH,-0.0014869773369554423
Network Development Data Analyst,chicago,Vytalize Health,85000.0,HIGH,0.4898209086826099
Junior Data Analyst– Entry Level,chicago,PCS GLOBAL TECH,65000.0,MID-HIGH,-0.16525627267681056
Data Quality Analyst,chicago,U.S. Probation Office,59973.0,MID-LOW,-0.3299099222115009
Entry Level Business Analyst,chicago,BACloudSystems,62500.0,MID-LOW,-0.24714092034673812
Data Analyst - Public Health,chicago,CDC Foundation ( Contract),69000.0,MID-HIGH,-0.034240836404926464
Call Center Data Reporting Analyst,chicago,"IAA, Inc.",67500.0,MID-HIGH,-0.083371625006883
Pricing Analyst,chicago,ITF Group,75000.0,MID-HIGH,0.1622823180028997
Technical Business Analyst,chicago,Aura Innovative Technology,90000.0,HIGH,0.653590204022465
Business Analyst,chicago,Wolf Careers,85000.0,HIGH,0.4898209086826099
Analyst Data Mgmt,chicago,LSG SKy Chefs,46255.0,LOW,-0.7792273609059275
MS & Power BI Analyst,chicago,Newcold Advanced Cold Logistics,82500.0,HIGH,0.4079362610126824
Data Analyst,chicago,Ed Miniat LLC,70000.0,MID-HIGH,-0.0014869773369554423
HR Analyst,chicago,HBR Consulting,57500.0,MID-LOW,-0.41091021568659325
Sr JDE E1 Business Analyst,chicago,jimshem,122500.0,HIGH,1.7180906237315234
Azure Data Lake Analytics - Lead,chicago,Purple Drive Technologies,136730.0,HIGH,2.184178038268751
Business Analyst - Pharma/Healthcare,chicago,spar information systems,68659.0,MID-HIGH,-0.04540990234710459
Sr. Business Analyst,chicago,Brillio LLC,107500.0,HIGH,1.226782737711958
Associate Business Analyst,chicago,cpg.io eCommerce Distributors,65000.0,MID-HIGH,-0.16525627267681056
Business Analyst,chicago,Campspot,80000.0,MID-HIGH,0.3260516133427548
Office of Inspector General - Information Analyst,chicago,The Chicago Housing Authority,65000.0,MID-HIGH,-0.16525627267681056
Salesforce Business Analyst,chicago,Cloudsquare,90000.0,HIGH,0.653590204022465
Software Business Analyst,chicago,Redmane Technology,90000.0,HIGH,0.653590204022465
Salesforce Business Analyst,chicago,DEG,105000.0,HIGH,1.1448980900420305
Salesforce Business Analyst,chicago,"Stefanini, Inc",115000.0,HIGH,1.4724366807217406
Senior Business Intelligence Consultant,chicago,Infozone Intelligence,116288.5,HIGH,1.5146400281308214
Sr. Business Analyst,chicago,"Infinity Consulting Solutions, Inc.",102500.0,HIGH,1.063013442372103
Senior Business Analyst,chicago,National Association of Boards of Pharmacy,102500.0,HIGH,1.063013442372103
"Manager, Business Intelligence",chicago,Kroenke Sports Enterprises,90000.0,HIGH,0.653590204022465
Board Certified Behavior Analyst ,chicago,Guiding Light Academy,65500.0,MID-HIGH,-0.14887934314282505
Data Engineer/ ETL Developer,chicago,SDH Systems,81931.0,MID-HIGH,0.38929931520300687
Data Engineer - Marketing Analytics,chicago,Splunk,115000.0,HIGH,1.4724366807217406
"Senior Data Engineer, Customer Success",chicago,Salesforce,75000.0,MID-HIGH,0.1622823180028997
Staff Software Engineer,chicago,Salesforce,158000.0,HIGH,2.880852620644495
CLOUD DATA ENGINEER,chicago,InspiHER Tech,110000.0,HIGH,1.3086673853818855
Principal Engineer - Software Defined Data Center,chicago,Allstate,150000.0,HIGH,2.6188217481007268
Data Engineer,chicago,Glassdoor,125100.0,HIGH,1.803250657308248
Junior Data Engineer,chicago,Magnum Insurance Agency,55000.0,MID-LOW,-0.49279486335652084
Data Engineer,chicago,Advanced Tech Placement,120000.0,HIGH,1.636205976061596
Data Engineer,chicago,Figg,122500.0,HIGH,1.7180906237315234
ETL Data Engineer / Developer,chicago,"Integrated Medical Systems, Inc.",85000.0,HIGH,0.4898209086826099
Lead Data Engineer,chicago,Ztek Consulting Inc.,150000.0,HIGH,2.6188217481007268
Lead Data Scientist,austin,S&P Global,105900.0,HIGH,1.1743765632032044
Senior Data Scientist,austin,"Amazon Web Services, Inc.",116200.0,HIGH,1.5117413116033058
Product Analyst/Data Scientist,austin,Salesforce,82400.0,MID-HIGH,0.4046608751058853
Staff Data Scientist,austin,Mandiant,140000.0,HIGH,2.291283157421016
Sr. Data Scientist,austin,Charles Schwab,161500.0,HIGH,2.9954911273823934
Senior Data Scientist,austin,Xylem,127600.0,HIGH,1.8851353049781756
Machine Learning Algorithm Design and Analysis Associate,austin,University of Texas at Austin,83000.0,HIGH,0.4243131905466679
Senior GNSS Data Analyst and Team Lead,austin,University of Texas at Austin,109000.0,HIGH,1.2759135263139145
Machine Learning Algorithm Developer,austin,University of Texas at Austin,83000.0,HIGH,0.4243131905466679
"Senior Data Analyst, Internal Audit",austin,Charles Schwab,91300.0,HIGH,0.6961702208108274
Solution Architect - Big Data,austin,IBM,163000.0,HIGH,3.04462191598435
Sr. Statistical Analyst,austin,Charles Schwab,133400.0,HIGH,2.0751076875724075
Machine Learning Senior Engineer - Evernorth,austin,Cigna,153450.0,HIGH,2.7318225618852265
Senior Data Scientist - Ranking Team,austin,Indeed,151000.0,HIGH,2.651575607168698
Senior Data Scientist - Consumer Decision Science,austin,Glassdoor,153100.0,HIGH,2.720358711211437
Senior Data Scientist,austin,Valkyrie,112500.0,HIGH,1.390552033051813
"Data Scientist, Decision Science ",austin,Glassdoor,134100.0,HIGH,2.098035388919987
Machine Learning Scientist,austin,Glassdoor,145450.0,HIGH,2.4697916893414584
Machine Learning Project Manager,austin,Liaison AI,47500.0,LOW,-0.7384488063663035
"Data Science, ML Engineer/Lead",austin,spar information systems,101052.5,HIGH,1.0156022313712147
Machine Learning Engineer,austin,Liaison AI,47500.0,LOW,-0.7384488063663035
"Team Lead, Engineering & Data Science",austin,ASTRALABS,102500.0,HIGH,1.063013442372103
Data Analyst III Transportation Planning Program TPP,austin,Texas Department of Transportation,68046.5,MID-HIGH,-0.06547164102623684
Juvenile Justice Data Analyst,austin,Travis County,56605.5,MID-LOW,-0.44020854262289333
EDI Analyst,austin,SAIC,87500.5,HIGH,0.5717219332820714
Business Analyst I,austin,Travis County,55579.0,MID-LOW,-0.4738303789561656
Budget Analyst- Business and Economic Development,austin,Legislative Budget Board,45000.0,LOW,-0.820333454036231
Senior Field Trainer/Analyst,austin,University of Texas at Austin,80000.0,MID-HIGH,0.3260516133427548
Senior Business Analyst- Office of Admissions,austin,University of Texas at Austin,63000.0,MID-LOW,-0.23076399081275262
Associate Director - Assessment and Data Analytics,austin,University of Texas at Austin,70000.0,MID-HIGH,-0.0014869773369554423
Research Data Analyst,austin,University of Texas at Austin,58000.0,MID-LOW,-0.39453328615260774
Data Analyst- Health and Human Services,austin,Legislative Budget Board,45000.0,LOW,-0.820333454036231
Actuarial / Business Analytics Lead Analyst ,austin,Cigna,98000.0,HIGH,0.9156210765662333
Data Analyst,austin,AjaxMinerals,110000.0,HIGH,1.3086673853818855
Data Analyst,austin,CDC Foundation ( Contract),69000.0,MID-HIGH,-0.034240836404926464
Data Analyst with Python,austin,Plexus,87500.0,HIGH,0.5717055563525375
Business Analyst,austin,F45 Training HQ,85000.0,HIGH,0.4898209086826099
Data Analyst,austin,Hitch,65000.0,MID-HIGH,-0.16525627267681056
Entry Level Business Analyst,austin,DigitalTransGlobal,70000.0,MID-HIGH,-0.0014869773369554423
Research Data Analyst II,austin,IGT Global Solutions,66000.0,MID-HIGH,-0.13250241360883955
Senior Legal Contracts Analyst ,austin,Indeed,66000.0,MID-HIGH,-0.13250241360883955
Paralegal / Data Analyst,austin,The Cicala Law Firm PLLC,45000.0,LOW,-0.820333454036231
Business Enablement Business Analyst,austin,Indeed,64000.0,MID-HIGH,-0.1980101317447816
Senior Business Analyst,austin,Dutech,92777.5,HIGH,0.7445640475837546
"Sr. Business Analyst local to Austin, TX",austin,American Unit,92777.5,HIGH,0.7445640475837546
Digital Marketing Analyst,austin,Rocket Dollar,57500.0,MID-LOW,-0.41091021568659325
"Senior Business Analyst, Insurance",austin,Caribou,110000.0,HIGH,1.3086673853818855
Operations Dashboard Developer,austin,MilliporeSigma,87500.0,HIGH,0.5717055563525375
BI Consultant,austin,Integrous Marketing,85000.0,HIGH,0.4898209086826099
Senior Salesforce Commerce Cloud Business Analyst,austin,Merkle,105000.0,HIGH,1.1448980900420305
Data Engineer - Marketing Analytics,austin,Splunk,115000.0,HIGH,1.4724366807217406
"Senior Data Engineer, Customer Success",austin,Salesforce,75000.0,MID-HIGH,0.1622823180028997
Data Analytics Engineer - Capacity Planning,austin,Charles Schwab,133400.0,HIGH,2.0751076875724075
Staff Software Engineer,austin,Salesforce,158000.0,HIGH,2.880852620644495
Senior Software Engineer - Data Stream Processor API,austin,Splunk,115000.0,HIGH,1.4724366807217406
Data Engineer,austin,Glassdoor,125100.0,HIGH,1.803250657308248
Data Operations Engineer,austin,Advanced Tech Placement,165000.0,HIGH,3.110129634120292
Data Engineer,austin,Affirma Consulting,105741.0,HIGH,1.169168699611397
Staff Software Engineer - Data Infrastructure,austin,Indeed,175000.0,HIGH,3.437668224800002
Senior Software Engineer ,austin,Indeed,155000.0,HIGH,2.782591043440582
ITSM Operations Analyst,new_orleans,LafargeHolcim in the US,73965.5,MID-HIGH,0.12839845079708365
Programmer Analyst,new_orleans,HANO,66594.0,MID-HIGH,-0.11304662132246475
Business Intelligence Analyst,new_orleans,Chief of Minds,55000.0,MID-LOW,-0.49279486335652084
Programmer Analyst,new_orleans,Housing Authority of NO,66594.0,MID-HIGH,-0.11304662132246475
Data Scientist,los_angeles,"Amazon Web Services, Inc.",114700.0,HIGH,1.4626105230013493
Data Scientist/Marketer,los_angeles,Pinnacle Group,231100.0,HIGH,5.275159718513176
Data Scientist - Operations Research ,los_angeles,Nordstrom Inc,112700.0,HIGH,1.3971028048654073
Senior Systems and Data Analyst ,los_angeles,BOEING,136800.0,HIGH,2.186470808403509
Senior Data Scientist,los_angeles,"Amazon Web Services, Inc.",116200.0,HIGH,1.5117413116033058
Associate Data & Machine Learning Engineer,los_angeles,"Amazon Web Services, Inc.",82600.0,HIGH,0.4112116469194795
Principal Data Scientist - People Insights ,los_angeles,Genentech,180000.0,HIGH,3.601437520139857
Data Scientist ,los_angeles,spar information systems,107445.0,HIGH,1.2249812754632197
Senior Data Scientist,los_angeles,vedainfo,175000.0,HIGH,3.437668224800002
Bioinformatics/Data Scientist,los_angeles,"ChromoLogic, LLC",105000.0,HIGH,1.1448980900420305
Sr. Data Analyst,los_angeles,spar information systems,78613.0,MID-HIGH,0.280622010815479
Senior Data Analyst,los_angeles,Deliver-it,72500.0,MID-HIGH,0.08039767033297213
Director of ADAS Algorithms and R&D,los_angeles,Altair,170000.0,HIGH,3.273898929460147
Artificial Intelligence Engineer,los_angeles,MSBAI,115000.0,HIGH,1.4724366807217406
Business Process & Data Analyst,los_angeles,Elevate Staffing,60000.0,MID-LOW,-0.3290255680166657
Business Analyst: Level 1,los_angeles,BAYEN GROUP,45000.0,LOW,-0.820333454036231
Barksdale - UIpath RPA Developer / Business Analyst ,los_angeles,Montani Consulting,107500.0,HIGH,1.226782737711958
Budget Analyst II,los_angeles,SCRRA/Metrolink,88666.5,HIGH,0.6099129329553257
Data Analyst 2 – Strategic Analytics,los_angeles,Nordstrom,112700.0,HIGH,1.3971028048654073
Data Analyst,los_angeles,ONG HUMAN CAPITAL,60000.0,MID-LOW,-0.3290255680166657
"RESEARCH ANALYST II, BEHAVIORAL SCIENCES",los_angeles,Los Angeles County Department of Human Resources,73376.5,MID-HIGH,0.10910642780604872
Auditor / Program Analyst Data Analytics ,los_angeles,"US Office of the Inspector General, USPS",107660.0,HIGH,1.2320233551628335
Programmer Analyst II,los_angeles,USC,77500.0,MID-HIGH,0.24416696567282725
Budget Analyst,los_angeles,US Air Force Civilian Career Training,50231.5,MID-LOW,-0.6489816403221407
PRINCIPAL HUMAN RESOURCES ANALYST ,los_angeles,Los Angeles County Metropolitan Transportation...,88732.5,HIGH,0.6120746876538118
Business Analyst: Level 2,los_angeles,BAYEN GROUP,77500.0,MID-HIGH,0.24416696567282725
Sr. Application Analyst,los_angeles,Cerritos College,91563.5,HIGH,0.7048008626752378
SENIOR HUMAN RESOURCES ANALYST ,los_angeles,Los Angeles County Metropolitan Transportation...,81588.0,MID-HIGH,0.3780647415426928
Senior Regulatory Analyst,los_angeles,Golden State Water Company,94853.0,HIGH,0.8125446820793284
Business Analyst,los_angeles,V-Soft Solutions,47000.0,LOW,-0.754825735900289
"Senior Financial Analyst, Digital Finance",los_angeles,Nordstrom Inc,112700.0,HIGH,1.3971028048654073
Data Analyst / Entry Level / Bootcamp,los_angeles,PCS GLOBAL TECH,65000.0,MID-HIGH,-0.16525627267681056
Entry Level Business Analyst,los_angeles,Cloudinfraspecs,71382.0,MID-HIGH,0.04377885589498051
Junior Data Analyst/ SQL Developer,los_angeles,PCS GLOBAL TECH,65000.0,MID-HIGH,-0.16525627267681056
Air Quality Data Analyst,los_angeles,IQAir,76463.0,MID-HIGH,0.2102012138193413
Entry Level Business Analyst,los_angeles,ALCglobalSoftware,70000.0,MID-HIGH,-0.0014869773369554423
Financial Analyst/Accountant,los_angeles,"Classic Capital, Inc.",100000.0,HIGH,0.9811287947021753
Air Quality Data Analyst,los_angeles,Solar Boy!,90000.0,HIGH,0.653590204022465
Program Analyst,los_angeles,CIBA Insurance Services,92500.0,HIGH,0.7354748516923926
Business Analyst,los_angeles,Cloudsquare,90000.0,HIGH,0.653590204022465
Agile Business Analyst,los_angeles,BMC Group,92500.0,HIGH,0.7354748516923926
Operations Analyst,los_angeles,RideCo,75000.0,MID-HIGH,0.1622823180028997
Data Analyst,los_angeles,Center for Family Health & Education,55000.0,MID-LOW,-0.49279486335652084
Salesforce Business Analyst  Location Flexible,los_angeles,GRID Alternatives,71000.0,MID-HIGH,0.031266881731015585
Senior Operations Analyst,los_angeles,"Classic Capital, Inc.",100000.0,HIGH,0.9811287947021753
Job#20211122KS2 Sr. Business Analyst - LA,los_angeles,Pandoblox,115000.0,HIGH,1.4724366807217406
Senior HRIS + People Operations Analyst,los_angeles,Living Spaces,102500.0,HIGH,1.063013442372103
Business Analyst,los_angeles,Markwins Beauty Brands,95000.0,HIGH,0.8173594993623202
Senior Data Strategist - Operational Performance Measurement,los_angeles,LA County Children & Families,112500.0,HIGH,1.390552033051813
Board Certified,los_angeles,Victory care,82500.0,HIGH,0.4079362610126824
Director of Business Intelligence,los_angeles,Planned Parenthood of Orange and San Bernardino...,150000.0,HIGH,2.6188217481007268
Data Engineer - Marketing Analytics,los_angeles,Splunk,115000.0,HIGH,1.4724366807217406
Sr. Data Engineer,los_angeles,Kinect,200000.0,HIGH,4.2565147014992775
"Principal, Big Data Engineer",los_angeles,AT&T,173350.0,HIGH,3.38362435733785
Ground Data System Support Engineer,los_angeles,"Jada Systems, Inc.",75000.0,MID-HIGH,0.1622823180028997
Junior Data Engineer,los_angeles,CCS Global Tech,62500.0,MID-LOW,-0.24714092034673812
Data Engineer,los_angeles,DivergeIT,97068.5,HIGH,0.8851108568444183
Big Data Engineer,los_angeles,"Wisetek Providers, Inc.",105000.0,HIGH,1.1448980900420305
Data Scientist,london,Heineken,75464.12,MID-HIGH,0.17748403907352625
Data Scientist,london,Freedom from Torture,53675.57,MID-LOW,-0.5361750569219137
Data Scientist ,london,UK Health Security Agency,76249.63,MID-HIGH,0.20321252291000846
Data Scientist,london,Data Idols,68603.75,MID-HIGH,-0.04721955306060999
Lead Data Scientist - FinTech,london,Data Idols,126916.93,HIGH,1.8627621264646164
Lead Data Scientist,london,Data Idols,137207.49,HIGH,2.1998176784351164
Data Scientist,london,Bank of England,53016.98,MID-LOW,-0.5577464209654887
Data Scientist,london,Axa,68603.75,MID-HIGH,-0.04721955306060999
Data Scientist - Strategic Workforce Planning,london,Lloyds Banking Group,91634.71,HIGH,0.7071332649794682
Data Scientist,london,Harnham,78894.31,MID-HIGH,0.28983599890988987
Senior Data Scientist,london,Data Idols,126916.93,HIGH,1.8627621264646164
ML Engineer,london,Data Idols,99475.43,HIGH,0.9639471028508895
Data Scientist,london,King's College London,57953.01,MID-LOW,-0.39607238999021166
Data Science Degree Apprenticeship – Level 6,london,BBC,20682.66,LOW,-1.6168201813041654
Data Scientist,london,Government Digital Service,88498.83,HIGH,0.6044210934053991
Data Scientist,london,Understanding Recruitment,116626.37,HIGH,1.5257065744941165
Data Scientist,london,Sopra Steria,54883.0,MID-LOW,-0.49662706486747343
Lead Data Scientist,london,CogX,150928.24,HIGH,2.64922519024198
Senior Data Scientist - Cyber Insurtech - Pricing,london,Propel,109765.99,HIGH,1.3010026548213898
Data Scientist ,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Data Scientist ,london,Harnham,116626.37,HIGH,1.5257065744941165
