job_title,location,company,salary
newSenior Sales Analyst,Manchester•Remote,net-recruit,68216.17989392595
Senior Data Analyst,St Helens,kdr Recruitment,57983.75290983705
newSenior Paid Media Analyst,Manchester,The Candidate,75037.79788331853
Business Intelligence Analyst,Manchester•Remote,Harnham,57983.75290983705
FP&A Analyst / Finance Business Partner,Manchester•Remote,Butler Rose Ltd,51162.134920444456
"Business Analyst - SQL, ETL - Manchester - GBP53, 000",Manchester+1 location,Nigel Frank International Limited,65828.61359763854
newSpecialist Information Analyst NHS AfC: Band 7,St Helens,St Helens & Knowsley Teaching Hospitals,58594.96988168663
"Insight, Intelligence & Performance Business Partner",Manchester,One Manchester,54353.287815882315
Senior Product Analyst,Manchester•Remote,Harnham,75037.79788331853
Business Intelligence Consultant,Manchester•Remote,Nigel Frank International Limited,68216.17989392595
Senior Analyst - Credit Risk Model Validation,Manchester,Harnham,68216.17989392595
BI Report Developer,Wigan WN1 1XX,"Wrightington, Wigan and Leigh Teaching Hospitals...",48660.64760373419
newGraduate Researcher/ Data Analyst,Manchester M2 3AW•Temporarily Remote,ATC Recruitment,36756.24205044518
newData Analyst,Manchester•Remote,Move Dance,42294.031534234084
newSocial Media Insights Analysts (REMOTE),Manchester Central•Remote,ICUC Social,51174.41383282536
Data Quality Analyst,Birchwood WA3 7PQ,Betfred,29332.957354388156
BI Analyst,Warrington WA3 6BA,Kleen - Tex Industries Ltd,38201.06074059853
newBusiness Systems Analyst,Manchester,One Recruitment,75037.79788331853
Business Analyst,Blackburn BB1 3HQ,Eco Grants UK,42294.031534234084
newAudience Reporting Analyst,Knutsford WA16•Temporarily Remote,Texere Publishing,32743.766349084453
Management Information and Data Analytics,Chadderton•Remote,RSD Recruitment LTD,47751.32592574816
BI Analyst,Manchester•Remote,Found Talent,57983.75290983705
Commercial Data Analyst,St Helens,Paul Boardman Associates,42294.031534234084
Data Analytics Measurement Lead,Manchester•Temporarily Remote,Elpida Consult,61394.56190453335
Business Analyst,Rochdale•Temporarily Remote,Footasylum,71626.98888862225
HR Reporting & Analytics Analyst,Blackburn BB1 2PR,Chubb,40929.70793635557
Business Intelligence Developer,Chorley PR7 7NA•Temporarily Remote,Parkingeye,57983.75290983705
Marketing Data Analyst,Manchester•Temporarily Remote,Alex James Digital,47751.32592574816
newHead of Business Intelligence,Runcorn•Remote,The Protein Works™,75037.79788331853
Business Insight Analyst,Warrington WA1 1HL•Remote,Agility Resourcing,40247.546137416306
Power BI Developer,Wythenshawe•Remote,ATC Recruitment,45450.394177926035
Senior Credit Risk Analyst - manchester,Manchester,Consult RPM,75037.79788331853
Test Analyst (Business Process Testing),Stockport+2 locations•Remote,Momentum Security Recruitment,35472.41354484149
CRO Analyst,Huddersfield HD2 1UA,Buy It Direct,47751.32592574816
newBusiness Test Analyst,Manchester•Remote,Momentum Security Recruitment,34108.08994696297
BI Team Lead,Bolton•Temporarily Remote,Maxwell Bond,50479.9731215052
Data & Analytics - Internship,Edinburgh,NatWest Group,29332.957354388156
Research Associate ( Data Scientist for Transport Decarbonis...,Edinburgh,Heriot Watt University,50640.963306054866
newLecturer in Artificial Intelligence and Machine Learning - F...,Edinburgh,Edinburgh Napier University,62228.84578463606
"Associate/Assistant Professor in Statistical Data Science, A...",Edinburgh,Heriot Watt University,69697.15315942308
Professor in Artificial Intelligence and Machine Learning,Edinburgh,Edinburgh Napier University,117369.34831649429
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",Edinburgh,MBN Recruitment Solutions,122789.80597086564
Research Associate in Deep Learning for Image Co-registratio...,Edinburgh,Heriot Watt University,45444.25472173558
Data Science Platform Engineering Lead,Edinburgh•Remote,MBN Recruitment Solutions,177362.06772420745
"Research Associate / Research Fellow in AI, NLP, HRI",Edinburgh,Heriot Watt University,44773.00751157935
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,Edinburgh EH3 9QG•Remote,FreeAgent,98913.46084619261
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Edinburgh,Mudano,78448.60687801483
newInvestment Operations Analyst - Graduate Opportunity,Edinburgh•Temporarily Remote,HRC Recruitment,28650.795555448894
newBusiness Analyst,Edinburgh•Remote,Momentum Security Recruitment,47751.32592574816
newBusiness Test Analyst,Edinburgh•Remote,Momentum Security Recruitment,34108.08994696297
Test Analyst (Business Process Testing),Edinburgh•Remote,Momentum Security Recruitment,35472.41354484149
newData Science Graduate / Degree Apprentice,Glasgow•Temporarily Remote,Scottishpower,25239.9865607526
Senior Data Scientist,Glasgow,OFGEM,77798.50668362572
Data Scientist,Glasgow,University of Glasgow,52737.246514195205
Data Scientist (Digital Storytelling Engineer),Glasgow,University of Glasgow,52737.246514195205
Data Scientist,Stirling•Remote,MBN Recruitment Solutions,68216.86205572488
Data Science Consultant,Glasgow,Metrica Recruitment,64805.370899229645
Lecturer/ Senior Lecturer/ Reader in Machine Learning,Glasgow,University of Glasgow,77336.68314574384
Data Insights Analyst,Glasgow,OFGEM,52599.44983080948
newReal Time Analyst,Glasgow,Student Loans Company,35813.49444431112
PIP Data Analyst,Glasgow G2,NHS Scotland,40260.50721159615
newSustainability Business Analyst -,Glasgow,University of Strathclyde,50640.963306054866
Fraud and Error Risk Analysis and Control Officer,Glasgow,Scottish Government,38727.0074875807
Data and Reporting Analyst,Glasgow,Arcus FM,46387.00232786964
Fraud and Error Risk Analysis and Control Officer,Glasgow,TMPW (hp) for social security scotland,36829.91552473062
newPerformance & Reporting Analyst,Glasgow G2 5NW,Network Rail,44667.95459454271
Lecturer/ Senior Lecturer/ Reader in Statistics & Data Analy...,Glasgow,University of Glasgow,77336.68314574384
Business Process Analyst,Glasgow,Police Scotland Authority,38950.074395833835
Business Change Analyst,Glasgow,Police Scotland Authority,44482.40658523123
Business Analyst,Glasgow,Be-IT Resourcing,75037.79788331853
Pricing Analyst (Corporate Non Insurance),Glasgow,Axa,35745.2782644172
Data and Performance Analyst,Bellshill,Cactus Search,51162.134920444456
Performance Analyst,Motherwell,Michael Page UK,41611.86973529482
Financial Planning Analyst - Global Drinks Business,Glasgow,Page Personnel - UK,52526.45851832298
Business Analyst,Glasgow,Michael Page UK,61394.56190453335
Credit Controller/Risk Analyst (Ref: RH),Quarter,Mitchell Adam,33425.92814802371
SQL BI Developer,Glasgow,Ashdown Group,60030.23830665483
Power BI Developer,Glasgow•Remote,MBN Recruitment Solutions,40929.70793635557
Senior Data Analyst,Glasgow G3 7UY,Centre for Substance Use Research,75037.79788331853
newData Quality Analyst,Glasgow G5 0US,PDA,36154.57534378075
newGraduate Data Analyst,Glasgow,GWG Associates,31379.442751205934
Business Intelligence Analyst,Glasgow G14 0QP•Remote,Premier Housewares Ltd,32402.685449614823
newSupply Chain Analyst,Glasgow G1,Engage Recruitment,41611.86973529482
EQA Project Administrator_Data Analysis,Glasgow G20 0XA•Temporarily Remote,Qnostics,23193.50116393482
newBusiness Analyst,Glasgow•Remote,Momentum Security Recruitment,47751.32592574816
Data Analyst - Business Intelligence,Glasgow,Irekruit UK,81859.41587271114
SQL Data Support Analyst - Leading Property SaaS Platform,Glasgow,RecruitmentRevolution.com,47751.32592574816
newBusiness Test Analyst,Glasgow•Remote,Momentum Security Recruitment,34108.08994696297
Pricing & Sales Analyst,Hillington,Total Recruitment Group,51162.134920444456
Test Analyst (Business Process Testing),Glasgow•Remote,Momentum Security Recruitment,35472.41354484149
Lead Power BI Developer,Glasgow G4 0JY,Kura,53208.62031726223
Data Science Degree Apprenticeship,Bristol,Department for Education,34108.08994696297
Lecturer in Geographic Data Science,Bristol BS8 1QU,University of Bristol,64806.73522282753
newSenior Research Associate / Research Fellow in Health Data S...,Bristol BS8 1QU,University of Bristol,55951.592910797
Research Associate/ Senior Research Associate or Research Fe...,Bristol BS8 1QU,University of Bristol,49723.45568648156
Data Scientist,Bristol BS32•Remote,Geollect Limited,51162.134920444456
Data Scientist,Bristol BS16 7AJ,CFMS Services Ltd,54572.94391514076
newMachine Learning Engineer,Bristol BS1 3AE•Remote,Vaarst,95502.65185149632
newSenior Data Scientist,Bath•Remote,J Mccreedy Recruitment,95502.65185149632
Data Scientist,Bristol BS1 6NL,Methods Business and Digital Technology,61394.56190453335
Senior Machine Learning Researcher,Bristol BS34 8RB•Remote,GenomeKey,64805.370899229645
newJunior Machine Learning Engineer,Bristol BS1 3AE•Remote,Vaarst,54572.94391514076
"newMagnox Hub, Bristol: IT Business Analyst Apprenticeship - Le...",Bristol,MAGNOX LTD,22639.585783196144
Business Analyst (fixed-term post),Bath,University of Bath,46801.75670162471
Asset Risk Analyst,Bristol BS13,Bristol Water,40929.70793635557
Business Analyst (Change),Bristol BS16 7FN,ALD Automotive,57983.75290983705
Data Analyst,Bristol,Artis Recruitment,64805.370899229645
newBusiness Analyst,Bristol,Stanton House,81859.41587271114
Data Analyst (Pricing),Bristol•Remote,Artis Recruitment,61394.56190453335
Technical Data Analyst - Home - based - GBP40 - 45k,Bristol•Remote,Nigel Frank International Limited,57983.75290983705
Senior Data Protection Analyst,Bristol•Remote,Artis Recruitment,64805.370899229645
Data Analytics Consultant / Developer,Bristol,Shift F5,54572.94391514076
Risk Analyst,Hill,Grand Union Housing Group,20856.414840768917
Senior Customer Insight Analyst - Bristol,Bristol BS16 1EJ,Motability Operations Ltd,53890.782116201495
Data Analyst / Environmental Modeller,Bristol,RSK Group,34108.08994696297
Operational Analyst / Operational Research Consultant,Bristol+1 location,Gregory-Martin International,61394.56190453335
Sparkworks E&V Modeller And Analyst,Bristol,Electus Recruitment Solutions Ltd,60030.23830665483
Finance Analyst,Bath,Butler Rose Ltd,51162.134920444456
newSenior Business Intelligence SQL Developer,Bristol BS2 8EJ,University Hospitals Bristol and Weston NHS...,48660.64760373419
Insight Analyst,Bristol,ADLIB,61394.56190453335
Senior Analyst – Business Services,Chippenham•Temporarily Remote,Good Energy,61394.56190453335
Data Analysis,Bristol,GCS Recruitment Specialists Ltd,37518.89894165927
Performance Reporting Analyst,Hill,Grand Union Housing Group,47751.32592574816
Business Analyst,Bristol,ADLIB,47751.32592574816
Policy and Process Analyst,Newport,CCP,64805.370899229645
Litigation Risk Analyst,Bristol•Temporarily Remote,Temple Legal Protection Ltd,44340.51693105186
Test Analyst (Business Process Testing),Weston-super-Mare+2 locations•Remote,Momentum Security Recruitment,35472.41354484149
Text Analyst / Data Scientist,Liverpool•Remote,Health & Safety Executive,58119.50310782596
Graduate Data Scientist,Liverpool,University of Liverpool,43603.100026398526
Text Analyst / Data Scientist (Band3/SEO),Bootle,Health and Safety Executive,58119.50310782596
newData Science Graduate / Degree Apprentice,Liverpool+2 locations•Temporarily Remote,Scottishpower,25239.9865607526
Postdoctoral Research Associate in Machine Learning of Agein...,Liverpool,University of Liverpool,52018.24797811323
Computational Scientist in Extreme scale Computing and AI,Warrington,Science and Technology Facilities Council (STFC),45459.26228131225
Postdoctoral Research Associate in Machine Learning Applied...,Liverpool,University of Liverpool,52018.24797811323
newData Scientist & Data Engineer,St Helens,Glass Futures,58665.91470877631
Graduate Data Analyst/Scientist,Chester•Remote,Agility Resourcing,32061.60455014519
newAssociate Director (Data Science),Central and Westminster•Remote,Air Recruitment,106417.24063452447
newSenior Statistical Programmer,Chester CH4 9QR•Remote,Firstdot UK Ltd,45022.67872999112
Data Analyst,Liverpool L3 4BL,Liverpool University Hospitals NHS Foundation...,32355.616285488013
Workforce Systems Data Analyst,Liverpool L13 1HD,Liverpool University Hospitals NHS Foundation...,32355.616285488013
Graduate Business Intelligence Analyst - The Regenda Group,Liverpool L1 5AY,Regenda Group,29332.957354388156
Information Analyst,Bolton BL6 6PQ,North West Ambulance Service NHS Trust,39012.15111953731
Business Analyst,Liverpool,BYDAND RECRUITMENT SERVICES,44340.51693105186
newData Analyst,Chester,Oscar Technology,50480.655283304135
Business Analyst (Ref: PR2037),Liverpool,Projentum,64805.370899229645
Specialist Business Intelligence Analyst,St Helens WA10 3HG,St Helens and Knowsley Teaching Hospitals NHS...,58594.96988168663
Business Intelligence Information Analyst,Bolton BL4 0JR,Bolton NHS Foundation Trust,39012.15111953731
newContact Centre MI Support Analyst,Liverpool•Remote,Powering Davies Resourcing,33425.92814802371
Apprentice Data and Analytics Developer,Chester,Sykes Cottages,24557.82476181334
Data Analyst,Chester•Remote,Asset Resourcing,47751.32592574816
Marketing Data Analyst,Chester•Remote,Sykes Cottages,50479.9731215052
newDigital Business Analyst,Warrington,United Utilities,50522.26715303943
newSenior BI Analyst - Liverpool - SQL / PowerBI / SSRS / SSIS,Liverpool•Remote,Senitor Recruitment,52526.45851832298
Business Intelligence Manager - The Regenda Group,Liverpool L1 5AY,Regenda Group,61394.56190453335
Data Analyst,Chester,ShortList,47751.32592574816
Data Insight Analyst,Chester•Remote,Jenrick Group,64805.370899229645
Data Analyst Apprentice,Cheshire,QA Apprenticeships,20464.853968177784
newSenior MI Analyst,Liverpool L33 7RX,Serco Plc,47751.32592574816
Pricing Analyst,Liverpool,Nigel Frank International Limited,51162.134920444456
Junior BI Developer,Chester•Remote,Sykes Cottages,38201.06074059853
Systematic Literature Review Analyst,Cheshire,Carrot Pharma Recruitment,41611.86973529482
Data Analyst,Winsford,Cpl Life Sciences,30697.280952266676
newBUSINESS ANALYST,Cheshire,Morgan Ryder,51162.134920444456
newBI SQL Developer,Wigan WN1 1XX,"Wrightington, Wigan and Leigh Teaching Hospitals...",48660.64760373419
Business Intelligence Developer / Business Analyst,Liverpool,Torus Group,54092.70200868751
Business Analyst,Birkenhead,ECS Recruitment Group,47751.32592574816
Service Level (Management Information Analyst) - Telecoms,Irlam,NMS Recruit,42976.193333173345
newBI Analyst - Chorley - SQL / PoweBI,Chorley,Senitor Recruitment,47751.32592574816
Business Intelligence Developer,Chester•Remote,Sykes Cottages,54572.94391514076
newMarketing Data and Insight Analyst,Chester,ShortList,50479.9731215052
Data Analyst Apprentice,Chorley PR7 6TE,Baltic Apprenticeships,21829.177566056303
"newBusiness Intelligence Developer (Liverpool, Cheltenham, Lond...",Liverpool•Remote,Michael Page UK,47129.19436511555
Customer Insight Analyst,Liverpool,Harnham,44340.51693105186
BI Solutions Developer,Bolton BL6 4SD,Axa,68216.17989392595
Marketing IT Support Analyst,Chester•Remote,Searchability,57983.75290983705
newSpecialist Business Intelligence Analyst NHS AfC: Band 7,St Helens,St Helens & Knowsley Teaching Hospitals,58594.96988168663
BI Developer,Chester•Temporarily Remote,Adria Solutions,75037.79788331853
HR Systems Analyst/Coordinator,Runcorn,Phoenix Medical,44564.26600110394
ICT & Business Intelligence Manager,Chester,Vivo Care Choices,40912.653891382084
Business Intelligence and Systems Manager,Merseyside,Eden Brown Education,47069.1641268089
Business Intelligence and Systems Manager,Merseyside,Eden Brown Synergy,47069.1641268089
BI Developer,Chester,Searchability,47751.32592574816
newJunior Data Analyst,Liverpool L3•Remote,Health Compare Ltd,25239.9865607526
newAdministrator & Data Analyst,Birkenhead CH41 1FN,Rand Associates Consultancy Services Ltd,25922.14835969186
newSenior Business Analyst,Bebington,AdviserPlus,54572.94391514076
Data Analyst,Winsford North and East CW7 3RB•Temporarily Remote,InHealth,46045.92142840001
Data Analyst,Chester,Adele Carr Recruitment,29196.524994600302
Business Analyst and Programme Manager,Bootle L30 4YD,Merseyside Fire and Rescue Service,44427.83364131609
newBusiness Analyst,Chorley PR7 7NA,Speed Medical,47751.32592574816
Finance Data Analyst,Liverpool,Accountable Recruitment,46387.00232786964
Data Analyst,Chester CH1 3BQ,Cubiq Recruitment,47751.32592574816
Research Analyst (Employee Engagement),Wrexham LL12 0PB,Best Companies,36154.57534378075
newBusiness Analyst,Merseyside,Langley James IT Recruitment,40929.70793635557
newCustomer Insight Analyst,Warrington WA1 1RU•Remote,Optionis,64805.370899229645
Business Analyst,Chester•Remote,Recann,75037.79788331853
newCustomer Resource Analyst,Warrington,Customer Management Resourcing (CMR),43658.35513211261
Marketing Data Analyst,Chester CH1,Ikhoi Recruitment,46387.00232786964
newBusiness Test Analyst,Liverpool•Remote,Momentum Security Recruitment,34108.08994696297
newBusiness Analyst,Wrexham+1 location•Remote,Momentum Security Recruitment,47751.32592574816
Business Intelligence Manager,Liverpool,Howarth Morris,60030.23830665483
Business Intelligence Manager,Liverpool•Remote,Accountable Recruitment,57983.75290983705
Test Analyst (Business Process Testing),Chester+1 location•Remote,Momentum Security Recruitment,35472.41354484149
Data Scientist,Birmingham,Openreach,88681.03386210372
Data Scientist,Birmingham B2,Axa,68216.17989392595
Principal Data Analyst/Scientist,Worcester•Temporarily Remote,Office for Environmental Protection,69769.46231011064
newData Scientist – Midlands,West Midlands,IMC Locums,45972.24795411457
newDigital and Technology Solutions Degree Apprenticeship - Dat...,Coventry,Jaguar Land Rover,27379.245962226116
Data Scientist - Day shift,Leamington Spa,NHS Test and Trace,45972.24795411457
Principal Data Scientist,Warwick CV34 6DA,National Grid,68489.04461350165
Data Scientist - Night shift,Leamington Spa,NHS Test and Trace,45972.24795411457
National Supply Chain Analyst,Atherstone CV9 2SQ,Aldi,56210.13223259498
Senior Data Scientist,Birmingham,Harnham,98913.46084619261
Data Science Manager,Warwick CV34 6DA,National Grid,77084.28328013631
Data Scientist,Coventry+1 location,Harnham,78448.60687801483
newPython Backend Engineer - Machine Learning,Birmingham•Remote,Eligo Recruitment Ltd,81859.41587271114
Assistant Professor (Education) in Data Science - Bioscience...,Birmingham,University of Birmingham,63062.44750293984
ML Engineer,Birmingham,Harnham,75037.79788331853
Digital Media Analytics Manager,Birmingham,Harnham,80495.09227483261
AI/Machine Learning Specialist,Birmingham,Harnham,75037.79788331853
AI & ML Specialist,Birmingham,Harnham,81859.41587271114
Senior Machine Learning Engineer,Birmingham,Harnham,95502.65185149632
ML and AI Engineer,Birmingham•Remote,Nigel Frank International Limited,81859.41587271114
Machine Learning Engineer,Birmingham,Harnham,95502.65185149632
Commercial Analyst,Oldbury,Sheridan Maine,44340.51693105186
Senior Data Analyst,Warwick CV34 6DA,National Grid,59962.0221267609
Credit Risk Analyst,Minworth,HollyField Personnel,51162.134920444456
MI Analyst,Stratford-upon-Avon•Temporarily Remote,NFU Mutual,61394.56190453335
Senior Product Analyst,Birmingham•Remote,Harnham,68216.17989392595
newProduct Analyst,West Midlands,kdr Recruitment,44340.51693105186
newIT Change Business Analyst,West Midlands,Michael Page UK,56619.429311958535
Technical Data Analyst - Home - based - GBP40 - 45k,Birmingham•Remote,Nigel Frank International Limited,57983.75290983705
Business Analyst - Supplier Risk Lead,Warwick,Jaguar Land Rover,64123.20910029038
Business Analyst,West Midlands,Eden Brown Synergy,68451.52571455999
Strategic Planning Analyst - Waste Infra,Coventry,SEVERN TRENT,59348.076507715574
Senior Data Governance Analyst,Warwick CV34 6DA,National Grid,59962.0221267609
Junior Supply Chain Analyst,Leamington Spa,NHS Test and Trace,32743.766349084453
Pricing Analyst,Birmingham,Nigel Frank International Limited,51162.134920444456
Finance Analyst - Planning & Insight,Birmingham,Sheridan Maine,37518.89894165927
newLoyalty Insight Analyst,Warwickshire,Stopgap,54572.94391514076
Reporting Business Analyst - Birmingham - Hybrid - Up to GBP...,Birmingham+2 locations,Nigel Frank International Limited,61394.56190453335
Business Analyst,Rugeley•Remote,Solo Search,61394.56190453335
D365 F&O Manufacturing Analyst,West Midlands,Catch Resource Management Ltd,68216.17989392595
newEnvironmental Scientist / Analyst,Worcester•Temporarily Remote,Office for Environmental Protection,52190.834913244864
Senior Risk Analyst,West Midlands,Harnham,54572.94391514076
Senior Product Analyst,Stratford-upon-Avon•Remote,NFU Mutual,44340.51693105186
Reporting Business Analyst - West Bromwich - Up to GBP50K,West Bromwich,Nigel Frank International Limited,61394.56190453335
newSenior Inventory Control Analyst,Bardon,VF Corporation,47069.1641268089
Azure BI Analyst,Solihull B91 3QJ,Serco Plc,88681.03386210372
Senior BI Developer x3,University of Warwick,University of Warwick,63062.44750293984
Graduate Data Analytics Engineer,Atherstone,3M,42651.48431687825
Data Analyst - Power BI - Salesforce - Birmingham,Birmingham,Nigel Frank International Limited,52526.45851832298
Information Technology Analyst,Birmingham,Openreach,57301.59111089779
newBI Developer,Birmingham,kdr Recruitment,68216.17989392595
Credit Risk Analyst,Birmingham,Harnham,45704.840528930385
Actuarial Analyst,Birmingham B4 6AR,Wesleyan Assurance Society,68216.17989392595
BI Manager,Birmingham,Proactive IT,75037.79788331853
Software Business Analyst - Hybrid Working - 50k to 60k,Birmingham+1 location,Nigel Frank International Limited,75037.79788331853
Lead Developer (Business Intelligence) - IT Services - 56841...,Birmingham,University of Birmingham,63062.44750293984
Software Business Analyst,Birmingham+3 locations,Nigel Frank International Limited,71626.98888862225
Senior Insight Analyst,Birmingham,Harnham,71626.98888862225
Senior Analyst – Provider Market Oversight,Leeds CV1 2WT,Department for Education,49795.082675370184
Senior BI Developer,Coventry CV4 9AP,Cygnet Health Care,47751.32592574816
Front - End BI Consultant - West Bromwich - Hybrid - Up to G...,West Bromwich,Nigel Frank International Limited,61394.56190453335
Business Analyst,Warwick+1 location,Nigel Frank International Limited,75037.79788331853
Urgent Care/ Performance Reporting Analyst - Band 5 FTC,Coventry CV6 6NY•Temporarily Remote,Coventry and Warwickshire Partnership NHS Trust,39012.15111953731
Insight Analyst,Birmingham•Temporarily Remote,Harnham,47751.32592574816
Front - End BI Consultant - Stourbridge - Up to GBP50K,Stourbridge,Nigel Frank International Limited,61394.56190453335
BI Developer,Birmingham•Remote,Oscar Technology,57984.43507163599
BI Consultant - Home - based - GBP50 - 65k,Birmingham•Remote,Nigel Frank International Limited,78448.60687801483
BI Consultant - Birmingham - Hybrid Working - Up to GBP50K,Birmingham,Nigel Frank International Limited,61394.56190453335
BI Consultant - Wolverhampton - Hybrid - Up to GBP50K,Wolverhampton+2 locations,Nigel Frank International Limited,61394.56190453335
Benefits / Process Analysts - Band 6 FTC,Coventry CV6 6NY•Temporarily Remote,Coventry and Warwickshire Partnership NHS Trust,48660.64760373419
Senior Product Analyst (9 months FTC),Stratford-upon-Avon•Remote,NFU Mutual,44340.51693105186
Community MH Transformation Support Analyst - Band 3 FTC,Coventry CV6 6NY•Temporarily Remote,Coventry and Warwickshire Partnership NHS Trust,28723.786867935396
BI Developer - UK Wide,Birmingham,Nigel Frank International Limited,64805.370899229645
BI Developer - Home - based - GBP40 - 50k,Birmingham•Remote,Nigel Frank International Limited,61394.56190453335
Front - End BI Consultant - Cannock - Hybrid - Up to GBP50K,Cannock Chase,Nigel Frank International Limited,61394.56190453335
BI Developer - Stratford - upon - Avon,Stratford-upon-Avon,Nigel Frank International Limited,57983.75290983705
BI Developer / Automation Engineer,Worcester•Remote,Searchability,81859.41587271114
Power BI Consultant - Work From Home - UK Wide,Birmingham•Remote,Nigel Frank International Limited,64805.370899229645
newBI Developer/Consultant - Midlands,West Midlands•Remote,Nigel Frank International Limited,60030.23830665483
Junior Data Analyst,Birmingham B4 7UD,Talk Talk Mobile Phone Services Ltd,27286.47195757038
newData Analyst,Coventry CV1 2TE•Temporarily Remote,We Are Digital,49797.81132256594
Data Protection Junior Analyst,Birmingham B26,Birmingham Airport,30697.280952266676
Data Migration Analyst,Birmingham•Remote,ocs,68216.17989392595
newData Support Analyst,Birmingham,SSP,32743.766349084453
newData Analyst,Lichfield WS13•Temporarily Remote,easyfundraising.org.uk,30697.280952266676
Business Analyst,Birmingham•Remote,Matt Burton Associates,68216.17989392595
Data Analyst,Cannock•Remote,Veolia,37438.403849384435
Data Analyst,Walsall•Remote,Echo Managed Services,45022.67872999112
Reporting+Data Analyst,Birmingham B37 7YE•Remote,Matt Burton Associates,47751.32592574816
Data Analyst,Birmingham B4 7UD,Talk Talk Mobile Phone Services Ltd,35472.41354484149
Business Analyst,Birmingham•Temporarily Remote,Gershon Resourcing,61906.18325373779
Business Analyst,Birmingham,Glide UK,53649.296839377
newJunior Analyst,Droitwich WR9,Salhan Accountants ltd,26331.445439055413
Data Analyst/Architect,Birmingham B12•Temporarily Remote,Naseems,61394.56190453335
Pricing Analyst,Tamworth B78 1SE•Remote,Euro Car Parts,47751.32592574816
Junior Business Analyst,Solihull,Inchcape,40929.70793635557
Data and Business Intelligence Analyst,Sutton Coldfield B75 5BL•Temporarily Remote,Emerald Project Management Ltd,34108.08994696297
Business Analyst,Cannock,Veolia,42294.031534234084
Commercial Analyst,Alcester B49 6EP,Helping Hands,40929.70793635557
Business Analyst,Stafford ST18 0YY•Remote,Staffordshire Police,48466.91365283544
Interim Reporting Analyst,Birmingham,Seymour John,60716.49307638773
Interim Health Inequalities Analyst,Birmingham•Remote,Seymour John,60716.49307638773
Supply Chain Availability Analyst,Warwick CV34 6DA,Midcounties Co-operative,35472.41354484149
Senior Data Analyst,Halesowen,Intouch Games,57983.75290983705
newCommercial Finance Analyst,Walsall,Seymour John,42976.193333173345
Insight Analyst,Warwick CV34 6DA,Midcounties Co-operative,38883.22253953779
Senior Credit Risk Analyst,Birmingham B3 3HN•Remote,Integer Resourcing Limited,85270.22486740744
Support Analyst - 1st line,Coventry,Phocas Software,36154.57534378075
Lead Business Systems Analyst - D365,Birmingham,Biffa Waste Services,75037.79788331853
Test Analyst (Business Process Testing),Birmingham+1 location•Remote,Momentum Security Recruitment,35472.41354484149
Text Analyst / Data Scientist,Leeds•Remote,Health & Safety Executive,58119.50310782596
Data Analyst Graduate,Leeds,Hermes,36836.73714272001
Senior People Analytics Specialist - Corporate L&D,York,Nestlé,71626.98888862225
Data Scientist,Leeds,Harnham,75037.79788331853
Fraud Analytics Manager,Leeds,IPS Group,61394.56190453335
Analytics Manager,Leeds,Marks Sattin,81859.41587271114
newLecturer in Creative AI,University of York,University of York,62228.84578463606
Data Science Graduate,Leeds,Hermes,34108.08994696297
Operations Intelligence Graduate,Leeds,Hermes,34108.08994696297
Lecturer in Machine Learning for Chemistry,University of York,University of York,62228.84578463606
newData Analyst,York+2 locations,Pareto Law,34108.08994696297
newSales Pricing Analyst,York,Nestlé,52526.45851832298
Graduate Data Analyst,Leeds,Mojo,31379.442751205934
Operations Analyst (12 Months),York,Aviva,34108.08994696297
newApprentice: Business Intelligence,York YO1 6GA,City of York Council,17266.879454750535
Data Analyst,Leeds,University of Leeds,51319.71429599942
Data Analyst and Software Developer Apprenticeship Trainer,Selby,The Skills Network,88681.03386210372
Management Information Analyst Senior,York,Global Payments,38201.06074059853
Systems and Solution Business Analyst,Leeds LS2,NHS England and NHS Improvement,58594.96988168663
Data Analyst,Leeds,Leeds Building Society,51844.29671938372
Research Data Analyst,Leeds,University of Leeds,51319.71429599942
newBusiness Intelligence Analyst,Leeds,Leeds Building Society,45022.67872999112
Data Analyst,Leeds•Remote,Sanderson Recruitment Plc,44340.51693105186
newSenior Business Intelligence Analyst,Leeds,University of Leeds,51319.71429599942
newApprentice Public Health Intelligence Analyst - Grade B1 - L...,Leeds LS2 7DJ,North Yorkshire County Council,26352.59245482253
Business Analyst,Leeds,Pure Retirement,51162.134920444456
Junior Data Analyst x 2 (SQL),Leeds,Interface Recruitment,30015.119153327414
Revenue Management Analyst,Leeds•Remote,Northern Trains,42294.031534234084
newBusiness Intelligence Lead,Leeds,University of Leeds,63062.44750293984
newResearch Analyst - UK Social and Economic Policy,Leeds LS1,Ecorys,30356.200052797045
Business Analyst,Yorkshire•Remote,Solo Search,54572.94391514076
Systems Analyst - Business Systems,York,Interface Recruitment,39565.384338477044
BI Analyst (Production),Leeds•Temporarily Remote,Leeds Building Society,45022.67872999112
newBusiness Intelligence Manager,Leeds,NHS Leeds Clinical Commissioning Group,58594.96988168663
newSenior Data Analyst | Predominantly Remote | £50k,Leeds•Remote,Modis UK,75037.79788331853
Reporting financial/IT analyst - Nr York 833,York,Interface Recruitment,30697.280952266676
"Data Analyst - Excel, Google Analytics - Leeds",Leeds,Michael Page UK,32061.60455014519
